country_code,statistic,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
DZA,Investment in water and sanitation with private participation (current US$),,,,,,510000000.0,,230000000.0,874000000.0,468000000.0,,,,,,
DZA,People using at least basic drinking water services (% of population),89.8372564,90.11459826,90.38716942,90.65480185,90.91754503,91.17525841,91.42819244,91.67621757,91.91957325,92.15679683,92.38832993,92.61434563,92.83494129,93.05037126,93.26080864,93.46642653
DZA,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",,,,,,,,,,,,,,,,
DZA,"People using at least basic drinking water services, rural (% of rural population)",83.32200582,83.67993587,84.03786591,84.39579596,84.753726,85.11165605,85.46958609,85.82751614,86.18544619,86.54337623,86.90130628,87.25923632,87.61716637,87.97509641,88.33302646,88.69095651
DZA,"People using at least basic drinking water services, urban (% of urban population)",94.19543591,94.27860235,94.36176878,94.44493522,94.52810165,94.61126809,94.69443453,94.77760096,94.86076740000001,94.94393383,95.02710027,95.1102667,95.19343314,95.27659957,95.35976601,95.44293244
DZA,People using safely managed drinking water services (% of population),,,,,,,,,,,,,,,,
DZA,"People using safely managed drinking water services, rural (% of rural population)",,,,,,,,,,,,,,,,
DZA,"People using safely managed drinking water services, urban (% of urban population)",,,,,,,,,,,,,,,,
DZA,People with basic handwashing facilities including soap and water (% of population),,,,,,,,,,82.96605,83.07030999999999,83.17146,83.26935,83.36414,83.45581,83.54437
DZA,"People with basic handwashing facilities including soap and water, rural (% of rural population)",,,,,,,,,,73.06981,73.06981,73.06981,73.06981,73.06981,73.06981,73.06981
DZA,"People with basic handwashing facilities including soap and water, urban (% of urban population)",,,,,,,,,,87.87966,87.87966,87.87966,87.87966,87.87966,87.87966,87.87966
DZA,Public private partnerships investment in water and sanitation (current US$),,,,,,510000000.0,,230000000.0,874000000.0,468000000.0,,,,,,
DZA,Renewable internal freshwater resources per capita (cubic meters),,,351.6169347,,,,,327.9876115,,,,,299.4741474,,287.62585260000003,
DZA,"Renewable internal freshwater resources, total (billion cubic meters)",,,11.25,,,,,11.25,,,,,11.25,,11.25,
DZA,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",,19.93437865,,,,,,,,,,,21.95478457,,,
ASM,Investment in water and sanitation with private participation (current US$),,,,,,,,,,,,,,,,
ASM,People using at least basic drinking water services (% of population),98.5,98.56097,98.62194000000001,98.68290999999999,98.74388,98.80485,98.86582,98.92679,98.98776,99.04873,99.1097,99.17067,99.23164,99.23164,99.23164,99.23164
ASM,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",,,,,,,,,,,,,,,,
ASM,"People using at least basic drinking water services, rural (% of rural population)",,,,,,,,,,,,,,,,
ASM,"People using at least basic drinking water services, urban (% of urban population)",,,,,,,,,,,,,,,,
ASM,People using safely managed drinking water services (% of population),,,,,,,,,,,,,,,,
ASM,"People using safely managed drinking water services, rural (% of rural population)",,,,,,,,,,,,,,,,
ASM,"People using safely managed drinking water services, urban (% of urban population)",,,,,,,,,,,,,,,,
ASM,People with basic handwashing facilities including soap and water (% of population),,,,,,,,,,,,,,,,
ASM,"People with basic handwashing facilities including soap and water, rural (% of rural population)",,,,,,,,,,,,,,,,
ASM,"People with basic handwashing facilities including soap and water, urban (% of urban population)",,,,,,,,,,,,,,,,
ASM,Public private partnerships investment in water and sanitation (current US$),,,,,,,,,,,,,,,,
ASM,Renewable internal freshwater resources per capita (cubic meters),,,,,,,,,,,,,,,,
ASM,"Renewable internal freshwater resources, total (billion cubic meters)",,,,,,,,,,,,,,,,
ASM,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",,,,,,,,,,,,,,,,
AND,Investment in water and sanitation with private participation (current US$),,,,,,,,,,,,,,,,
AND,People using at least basic drinking water services (% of population),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
AND,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",,,,,,,,,,,,,,,,
AND,"People using at least basic drinking water services, rural (% of rural population)",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
AND,"People using at least basic drinking water services, urban (% of urban population)",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
AND,People using safely managed drinking water services (% of population),,,,,,,,,,,,,,,,
AND,"People using safely managed drinking water services, rural (% of rural population)",,,,,,,,,,,,,,,,
AND,"People using safely managed drinking water services, urban (% of urban population)",,,,,,,,,,,,,,,,
AND,People with basic handwashing facilities including soap and water (% of population),,,,,,,,,,,,,,,,
AND,"People with basic handwashing facilities including soap and water, rural (% of rural population)",,,,,,,,,,,,,,,,
AND,"People with basic handwashing facilities including soap and water, urban (% of urban population)",,,,,,,,,,,,,,,,
AND,Public private partnerships investment in water and sanitation (current US$),,,,,,,,,,,,,,,,
AND,Renewable internal freshwater resources per capita (cubic meters),,,4505.417636,,,,,3816.987773,,,,,3828.656695,,3983.6916049999995,
AND,"Renewable internal freshwater resources, total (billion cubic meters)",,,0.3156,,,,,0.3156,,,,,0.3156,,0.3156,
AND,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",,,,,,,,,,,,,,,,
AGO,Investment in water and sanitation with private participation (current US$),,,,,,,,,,,,,,,,
AGO,People using at least basic drinking water services (% of population),37.76852024,38.07129638,38.37868168,38.59190992,38.80548145,39.01677494,39.22786505,39.43784401,39.64665694,39.85259547,40.05768983,40.26065289,40.45779572,40.64753807,40.83034296,41.00586762
AGO,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",,,,,,,,,,,,,,,,
AGO,"People using at least basic drinking water services, rural (% of rural population)",23.78739702,23.76744156,23.74748611,23.72753065,23.707575199999997,23.68761974,23.66766429,23.64770883,23.62775338,23.60779792,23.58784247,23.56788701,23.54793156,23.527976100000004,23.50802064,23.48806519
AGO,"People using at least basic drinking water services, urban (% of urban population)",66.91372176,66.91372176,66.91372176,66.63236329,66.35100482,66.06964634,65.78828787,65.5069294,65.22557093,64.94421245,64.66285398,64.38149551,64.10013704,63.81877856,63.53742009,63.25606162
AGO,People using safely managed drinking water services (% of population),,,,,,,,,,,,,,,,
AGO,"People using safely managed drinking water services, rural (% of rural population)",,,,,,,,,,,,,,,,
AGO,"People using safely managed drinking water services, urban (% of urban population)",,,,,,,,,,,,,,,,
AGO,People with basic handwashing facilities including soap and water (% of population),,,,,,,,,,,,,24.133760000000002,24.30969,24.48406,24.65665
AGO,"People with basic handwashing facilities including soap and water, rural (% of rural population)",,,,,,,,,,,,,14.859329999999998,14.859329999999998,14.859329999999998,14.859329999999998
AGO,"People with basic handwashing facilities including soap and water, urban (% of urban population)",,,,,,,,,,,,,37.10069,37.10069,37.10069,37.10069
AGO,Public private partnerships investment in water and sanitation (current US$),,,,,,,,,,,,,,,,
AGO,Renewable internal freshwater resources per capita (cubic meters),,,8422.179263,,,,,7048.395378,,,,,5897.318911,,5497.676006000001,
AGO,"Renewable internal freshwater resources, total (billion cubic meters)",,,148.0,,,,,148.0,,,,,148.0,,148.0,
AGO,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",56.21237028,,,,,79.41913666,,,,,,,,,,
ATG,Investment in water and sanitation with private participation (current US$),,,,,,,,,,,,,,,,
ATG,People using at least basic drinking water services (% of population),98.25376517,98.1372591,98.02075303,97.90424697,97.78774090000002,97.67123483,97.55472876,97.43822269,97.32171662,97.20521055,97.08870448,96.97219841,96.85569235,96.73918628,96.73918628,96.73918628
ATG,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",,,,,,,,,,,,,,,,
ATG,"People using at least basic drinking water services, rural (% of rural population)",,,,,,,,,,,,,,,,
ATG,"People using at least basic drinking water services, urban (% of urban population)",,,,,,,,,,,,,,,,
ATG,People using safely managed drinking water services (% of population),,,,,,,,,,,,,,,,
ATG,"People using safely managed drinking water services, rural (% of rural population)",,,,,,,,,,,,,,,,
ATG,"People using safely managed drinking water services, urban (% of urban population)",,,,,,,,,,,,,,,,
ATG,People with basic handwashing facilities including soap and water (% of population),,,,,,,,,,,,,,,,
ATG,"People with basic handwashing facilities including soap and water, rural (% of rural population)",,,,,,,,,,,,,,,,
ATG,"People with basic handwashing facilities including soap and water, urban (% of urban population)",,,,,,,,,,,,,,,,
ATG,Public private partnerships investment in water and sanitation (current US$),,,,,,,,,,,,,,,,
ATG,Renewable internal freshwater resources per capita (cubic meters),,,602.7867294,,,,,569.0460818,,,,,537.3177511,,525.9165613,
ATG,"Renewable internal freshwater resources, total (billion cubic meters)",,,0.052000000000000005,,,,,0.052000000000000005,,,,,0.052000000000000005,,0.052000000000000005,
ATG,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",,,,,,225.00793810000002,,,,,,,265.4727602,,,
ARG,Investment in water and sanitation with private participation (current US$),689900000.0,,67000000.0,,34650000.0,,,,,,,,,,,
ARG,People using at least basic drinking water services (% of population),99.01157595,99.06082090000001,99.10885498,99.15554035,99.20072729,99.24435417,99.28649895,99.32719197,99.36649133,99.40436848,99.44090538,99.47609017,99.50995527,99.50794272,99.63200261,99.62730019
ARG,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",,,,,,,,,,,,,,,,
ARG,"People using at least basic drinking water services, rural (% of rural population)",93.67980664,94.07399114,94.46936469,94.8659327,95.26370058,95.66267378,96.0628578,96.46425815,96.86688038,97.27073009,97.67581290000001,98.08213445,98.48970045,98.4935775,100.0,100.0
ARG,"People using at least basic drinking water services, urban (% of urban population)",99.66101562,99.65653406,99.65205249,99.64757092,99.64308935,99.63860778,99.63412621,99.62964465,99.62516308,99.62068151,99.61619994,99.61171837,99.6072368,99.60275524,99.59827367,99.5937921
ARG,People using safely managed drinking water services (% of population),97.69474395,97.74355979,97.79118751,97.83748803,97.88230897,97.99673055,98.10961003,98.22097669,98.26948526,98.30694425,98.34307778,98.37787413,98.41136536,98.40937504,98.5320653,98.52741479999999
ARG,"People using safely managed drinking water services, rural (% of rural population)",,,,,,,,,,,,,,,,
ARG,"People using safely managed drinking water services, urban (% of urban population)",98.35228072,98.347858,98.34343529,98.33901257,98.33458985,98.39689335,98.45919085,98.52148234,98.52530128,98.52086919,98.51643709,98.512005,98.50757291,98.50314082,98.49870873,98.49427664
ARG,People with basic handwashing facilities including soap and water (% of population),,,,,,,,,,,,,,,,
ARG,"People with basic handwashing facilities including soap and water, rural (% of rural population)",,,,,,,,,,,,,,,,
ARG,"People with basic handwashing facilities including soap and water, urban (% of urban population)",,,,,,,,,,,,,,,,
ARG,Public private partnerships investment in water and sanitation (current US$),689900000.0,,67000000.0,,34650000.0,,,,,,,,,,,
ARG,Renewable internal freshwater resources per capita (cubic meters),,,7706.647009,,,,,7305.438168000001,,,,,6936.404266,,6793.6181400000005,
ARG,"Renewable internal freshwater resources, total (billion cubic meters)",,,292.0,,,,,292.0,,,,,292.0,,292.0,
ARG,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",,,,,,,,,,,,11.91461416,,,,
ARM,Investment in water and sanitation with private participation (current US$),,,,,,,,,,,,,,,,
ARM,People using at least basic drinking water services (% of population),95.87336222,96.02985244,96.20384729,96.38417656,96.56483986,96.7458372,96.92710692,97.10877739,97.28629844,97.46094456,97.6376547,97.76585340000001,97.7174441,97.67005118,98.46097011,98.92365243
ARM,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",,,,,,,,,,,,,,,,
ARM,"People using at least basic drinking water services, rural (% of rural population)",89.92258852,90.43079953,90.93901053,91.44722154,91.95543254,92.46364354,92.97185455,93.48006555,93.98827656,94.49648756,95.00469856,95.37469393,95.26120234,95.14917129999999,97.28998923,98.53295047
ARM,"People using at least basic drinking water services, urban (% of urban population)",99.12491076,99.12700658,99.12910240000001,99.13119822,99.13329404,99.13538986,99.13748568,99.13958149999999,99.14167732,99.14377314,99.14586896,99.14796477,99.15006059,99.15215641,99.15425223,99.15634805
ARM,People using safely managed drinking water services (% of population),26.70134793,26.74775765,31.05287444,35.37558678,39.7147452,43.88958237,46.71576737,49.5314901,52.33007183,55.09441153,57.82535016,60.49994994,60.42448345,60.35563562,60.61757129,60.58144619
ARM,"People using safely managed drinking water services, rural (% of rural population)",,,,,,,,,,,,,,,,
ARM,"People using safely managed drinking water services, urban (% of urban population)",,,,,,,,,,,,,,,,
ARM,People with basic handwashing facilities including soap and water (% of population),83.9565,84.18344,84.46086,84.757,85.05374,85.35106999999999,85.64878,85.94731999999999,86.22910999999999,86.49632,86.7671,87.04167,87.31985999999999,87.2895,87.2629,87.24021
ARM,"People with basic handwashing facilities including soap and water, rural (% of rural population)",66.38698000000001,67.27239,68.1578,69.04321,69.92862,70.81402,71.69943,72.58484,73.47025,74.35566,75.24107,76.12648,77.01189000000001,77.01189000000001,77.01189000000001,77.01189000000001
ARM,"People with basic handwashing facilities including soap and water, urban (% of urban population)",93.55662,93.53791,93.51919000000001,93.50048000000001,93.48176,93.46304,93.44433000000001,93.42560999999999,93.4069,93.38818,93.36946999999999,93.35075,93.33203,93.33203,93.33203,93.33203
ARM,Public private partnerships investment in water and sanitation (current US$),,,,,,,,,,,,,,,,
ARM,Renewable internal freshwater resources per capita (cubic meters),,,2260.788682,,,,,2338.516551,,,,,2380.0088969999997,,2360.110384,
ARM,"Renewable internal freshwater resources, total (billion cubic meters)",,,6.859,,,,,6.859,,,,,6.859,,6.859,
ARM,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",,,3.084470596,,,,,3.454563401,,,,,3.534034563,,,3.5082642369999997
ABW,Investment in water and sanitation with private participation (current US$),,,,,,,,,,,,,,,,
ABW,People using at least basic drinking water services (% of population),94.48880636,94.77049111,95.05217586,95.33386061,95.61554536,95.89723012,96.17891487,96.46059962,96.74228437,97.02396912,97.30565388,97.58733863,97.86902338,97.86902338,97.86902338,97.86902338
ABW,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",,,,,,,,,,,,,,,,
ABW,"People using at least basic drinking water services, rural (% of rural population)",,,,,,,,,,,,,,,,
ABW,"People using at least basic drinking water services, urban (% of urban population)",,,,,,,,,,,,,,,,
ABW,People using safely managed drinking water services (% of population),,,,,,,,,,,,,,,,
ABW,"People using safely managed drinking water services, rural (% of rural population)",,,,,,,,,,,,,,,,
ABW,"People using safely managed drinking water services, urban (% of urban population)",,,,,,,,,,,,,,,,
ABW,People with basic handwashing facilities including soap and water (% of population),,,,,,,,,,,,,,,,
ABW,"People with basic handwashing facilities including soap and water, rural (% of rural population)",,,,,,,,,,,,,,,,
ABW,"People with basic handwashing facilities including soap and water, urban (% of urban population)",,,,,,,,,,,,,,,,
ABW,Public private partnerships investment in water and sanitation (current US$),,,,,,,,,,,,,,,,
ABW,Renewable internal freshwater resources per capita (cubic meters),,,,,,,,,,,,,,,,
ABW,"Renewable internal freshwater resources, total (billion cubic meters)",,,,,,,,,,,,,,,,
ABW,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",,,,,,,,,,,,,,,,
AUS,Investment in water and sanitation with private participation (current US$),,,,,,,,,,,,,,,,
AUS,People using at least basic drinking water services (% of population),99.73510092,99.73675877,99.73802745,99.75804467,99.77784115,99.7974,99.8167375,99.8358516,99.85475008,99.87343233,99.89190265,99.91016667,99.92822592,99.9460847,99.95981995,99.96870195
AUS,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",,,,,,,,,,,,,,,,
AUS,"People using at least basic drinking water services, rural (% of rural population)",99.05666667,99.05666667,99.05666667,99.13833333,99.22,99.30166667,99.38333333,99.465,99.54666667,99.62833333,99.71,99.79166667,99.87333333,99.955,100.0,100.0
AUS,"People using at least basic drinking water services, urban (% of urban population)",99.835,99.835,99.835,99.845,99.855,99.865,99.875,99.885,99.895,99.905,99.915,99.925,99.935,99.945,99.955,99.965
AUS,People using safely managed drinking water services (% of population),,,,,,,,,,,,,,,,
AUS,"People using safely managed drinking water services, rural (% of rural population)",,,,,,,,,,,,,,,,
AUS,"People using safely managed drinking water services, urban (% of urban population)",98.16657468,98.16657468,98.16657468,98.22697175,98.28737894,98.34779627,98.40822372,98.46866130000001,98.52910901,98.58956685,98.65003482,98.71051291,98.77100114,98.78088466,98.79076818,98.80065171
AUS,People with basic handwashing facilities including soap and water (% of population),,,,,,,,,,,,,,,,
AUS,"People with basic handwashing facilities including soap and water, rural (% of rural population)",,,,,,,,,,,,,,,,
AUS,"People with basic handwashing facilities including soap and water, urban (% of urban population)",,,,,,,,,,,,,,,,
AUS,Public private partnerships investment in water and sanitation (current US$),,,,,,,,,,,,,,,,
AUS,Renewable internal freshwater resources per capita (cubic meters),,,25036.38418,,,,,23622.50091,,,,,21633.52933,,20932.48431,
AUS,"Renewable internal freshwater resources, total (billion cubic meters)",,,492.0,,,,,492.0,,,,,492.0,,492.0,
AUS,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",,40.23906465,,,,53.72542904,,,,,,,78.83062033,,,78.29382452
AUT,Investment in water and sanitation with private participation (current US$),,,,,,,,,,,,,,,,
AUT,People using at least basic drinking water services (% of population),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
AUT,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",,,,,,,,,,,,,,,,
AUT,"People using at least basic drinking water services, rural (% of rural population)",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
AUT,"People using at least basic drinking water services, urban (% of urban population)",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
AUT,People using safely managed drinking water services (% of population),97.83015329,97.88747069,97.9447881,98.0021055,98.0594229,98.11674031,98.17405771,98.23137511,98.28869252,98.34600992,98.40332732,98.46064472,98.51796213,98.57527953,98.63259693,98.68991434
AUT,"People using safely managed drinking water services, rural (% of rural population)",,,,,,,,,,,,,,,,
AUT,"People using safely managed drinking water services, urban (% of urban population)",,,,,,,,,,,,,,,,
AUT,People with basic handwashing facilities including soap and water (% of population),,,,,,,,,,,,,,,,
AUT,"People with basic handwashing facilities including soap and water, rural (% of rural population)",,,,,,,,,,,,,,,,
AUT,"People with basic handwashing facilities including soap and water, urban (% of urban population)",,,,,,,,,,,,,,,,
AUT,Public private partnerships investment in water and sanitation (current US$),,,,,,,,,,,,,,,,
AUT,Renewable internal freshwater resources per capita (cubic meters),,,6805.282432999999,,,,,6630.111047,,,,,6524.324878,,6435.4913369999995,
AUT,"Renewable internal freshwater resources, total (billion cubic meters)",,,55.0,,,,,55.0,,,,,55.0,,55.0,
AUT,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",,,94.48643132,,,,,,,,112.22587240000001,,,,,
AZE,Investment in water and sanitation with private participation (current US$),,,,,,,,,,,,,,,,
AZE,People using at least basic drinking water services (% of population),76.43698111,76.98462661,77.52885926,78.07034353,78.60874335,79.14375334,79.67569422,80.20485603,80.73065103,81.25337692,81.77597093,82.29817987,82.81975052,83.3404297,83.85996419,84.37787214
AZE,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",,,,,,,,,,,,,,,,
AZE,"People using at least basic drinking water services, rural (% of rural population)",58.77312798,59.64749493,60.52186187,61.39622881,62.27059576,63.1449627,64.01932964,64.89369659,65.76806353,66.64243047,67.51679742,68.39116436,69.26553129999999,70.13989824,71.01426519,71.88863213
AZE,"People using at least basic drinking water services, urban (% of urban population)",93.14796379,93.25505436,93.36214493,93.46923551,93.57632608,93.68341665,93.79050722,93.89759779,94.00468837,94.11177894,94.21886951,94.32596008,94.43305065,94.54014123,94.6472318,94.75432237
AZE,People using safely managed drinking water services (% of population),51.42219463,51.79795955,52.1713091,52.54258431,54.66451633,56.80834178,58.97400053,61.161428599999994,63.37008524,65.59990799,67.85234132,69.78570723,70.21467046,70.64641201,71.08077613,71.51716401
AZE,"People using safely managed drinking water services, rural (% of rural population)",,,,,,,,,,,,,,,,
AZE,"People using safely managed drinking water services, urban (% of urban population)",,,,,,,,,,,,,,,,
AZE,People with basic handwashing facilities including soap and water (% of population),,,,,,,,,,,,,,,,
AZE,"People with basic handwashing facilities including soap and water, rural (% of rural population)",,,,,,,,,,,,,,,,
AZE,"People with basic handwashing facilities including soap and water, urban (% of urban population)",,,,,,,,,,,,,,,,
AZE,Public private partnerships investment in water and sanitation (current US$),,,,,,,,,,,,,,,,
AZE,Renewable internal freshwater resources per capita (cubic meters),,,993.0310391,,,,,945.6609138,,,,,872.9763945000001,,851.0679356,
AZE,"Renewable internal freshwater resources, total (billion cubic meters)",,,8.115,,,,,8.115,,,,,8.115,,8.115,
AZE,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",,,1.586845928,,,2.027132,,,,,,,4.519816635,,,
BHS,Investment in water and sanitation with private participation (current US$),,,,,,,,,,,,,,,,
BHS,People using at least basic drinking water services (% of population),98.38362672,98.33430364,98.28498056,98.23565748,98.18633439,98.13701131,98.08768823,98.03836515,97.98904206,97.93971898,97.8903959,97.84107282,97.79174973,97.79174973,97.79174973,97.79174973
BHS,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",,,,,,,,,,,,,,,,
BHS,"People using at least basic drinking water services, rural (% of rural population)",,,,,,,,,,,,,,,,
BHS,"People using at least basic drinking water services, urban (% of urban population)",,,,,,,,,,,,,,,,
BHS,People using safely managed drinking water services (% of population),,,,,,,,,,,,,,,,
BHS,"People using safely managed drinking water services, rural (% of rural population)",,,,,,,,,,,,,,,,
BHS,"People using safely managed drinking water services, urban (% of urban population)",,,,,,,,,,,,,,,,
BHS,People with basic handwashing facilities including soap and water (% of population),,,,,,,,,,,,,,,,
BHS,"People with basic handwashing facilities including soap and water, rural (% of rural population)",,,,,,,,,,,,,,,,
BHS,"People with basic handwashing facilities including soap and water, urban (% of urban population)",,,,,,,,,,,,,,,,
BHS,Public private partnerships investment in water and sanitation (current US$),,,,,,,,,,,,,,,,
BHS,Renewable internal freshwater resources per capita (cubic meters),,,2264.2217379999997,,,,,2044.822509,,,,,1881.523174,,1831.650396,
BHS,"Renewable internal freshwater resources, total (billion cubic meters)",,,0.7,,,,,0.7,,,,,0.7,,0.7,
BHS,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",,,,,,,,,,,,,,,,
BHR,Investment in water and sanitation with private participation (current US$),,,,,,,,,,,,,,,,
BHR,People using at least basic drinking water services (% of population),99.89794432,99.90803774,99.91813116,99.92822458,99.93831800000001,99.94841141,99.95850483,99.96859825,99.97869167,99.98878509,99.99887851,100.0,100.0,100.0,100.0,100.0
BHR,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",,,,,,,,,,,,,,,,
BHR,"People using at least basic drinking water services, rural (% of rural population)",,,,,,,,,,,,,,,,
